"ProteinID","GeneID","Query.Length","Description","SequenceID","Length","GeneSymbol","pident","UniprotID"
"FUN_000596-T1","FUN_000596","0 Length: 307","Carbonic anhydrase 12 [Acropora cervicornis]","KAK2574609.1",297,"CA12",38.908,"Q9MZ30"
"FUN_000597-T1","FUN_000597","1 Length: 305","Carbonic anhydrase 12 [Acropora cervicornis]","KAK2574609.1",297,"CA12",38.908,"Q9MZ30"
"FUN_000599-T1","FUN_000599","2 Length: 395","Carbonic anhydrase 2 [Acropora cervicornis]","KAK2574613.1",557,"CA2",40.226,"P00920"
"FUN_000600-T1","FUN_000600","3 Length: 348","Carbonic anhydrase 2 [Acropora cervicornis]","KAK2574613.1",557,"CA2",39.015,"P00918"
"FUN_000605-T1","FUN_000605","4 Length: 169","ubiquitin-conjugating enzyme E2 G1-like isoform X2 [Acropora millepora]","XP_029193669.1",144,"UBE2E2",76.22,"P62253"
"FUN_000611-T1","FUN_000611","5 Length: 164","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 [Acropora cervicornis]","KAK2573925.1",543,"Enpp5",47.17,"Q6TEK8"
"FUN_000615-T1","FUN_000615","6 Length: 1015","MORC family CW-type zinc finger protein 3 [Acropora cervicornis]","KAK2550284.1",172,"MORC3",57.383,"Q9Y6X9"
"FUN_000618-T1","FUN_000618","7 Length: 618","Vacuolar protein sorting-associated protein 33A [Acropora cervicornis]","KAK2574405.1",602,"GPRASP1",56.343,"Q96AX1"
"FUN_000619-T1","FUN_000619","8 Length: 439","Transcobalamin-1 [Acropora cervicornis]","KAK2574403.1",370,"TCN1",24.194,"Q5XWD5"
"FUN_000625-T1","FUN_000625","9 Length: 214","hypothetical protein P5673_000685 [Acropora cervicornis]","KAK2574506.1",159,NA,35.294,"Q8C9B9"
"FUN_000627-T1","FUN_000627","0 Length: 350","septin-2-like isoform X1 [Montipora foliosa]","XP_068678083.1",360,"ATP6V1A2",70.317,"Q5ZMH1"
"FUN_000631-T1","FUN_000631","1 Length: 316","pyridoxal 5'-phosphate synthase subunit SNZERR-like isoform X1 [Acropora millepora]","XP_029195150.2",323,"PNPO",74.909,"Q8WPW2"
"FUN_000632-T1","FUN_000632","2 Length: 242","pyridoxal 5'-phosphate synthase subunit PdxT-like [Acropora palmata]","XP_074635065.1",242,"PNPO",40.891,"Q8LAD0"
"FUN_000633-T1","FUN_000633","3 Length: 171","uncharacterized protein [Acropora muricata]","XP_067033339.1",171,"GPRASP1",26.829,"Q0KD76"
"FUN_000636-T1","FUN_000636","Length:237","hypothetical protein","",NA,NA,26.119,"Q8IID4"
"FUN_000638-T1","FUN_000638","Length:214","Transmembrane protein 134 [Acropora cervicornis]","KAK2574311.1",202,"TMEM134",40.594,"Q9H6X4"
"FUN_000639-T1","FUN_000639","Length:220","hypothetical protein P5673_000460 [Acropora cervicornis]","KAK2574312.1",184,NA,37.736,"Q3UY34"
"FUN_000644-T1","FUN_000644","Length:158","RNA-binding protein 1 [Acropora cervicornis]","KAK2574015.1",194,"MAPK1IP1L",70,"Q02427"
"FUN_000645-T1","FUN_000645","Length:250","endoplasmic reticulum resident protein 29-like isoform X1 [Acropora millepora]","XP_029194044.2",250,"KRTAP29-1",45.854,"P81628"
"FUN_000646-T1","FUN_000646","Length:145","Serine/arginine-rich splicing factor 3 [Acropora cervicornis]","KAK2574013.1",153,"SRSF3",66.667,"P84103"
"FUN_000647-T1","FUN_000647","Length:1376","Serine/threonine-protein kinase 36 [Acropora cervicornis]","KAK2574018.1",1264,"STK36",36.553,"Q69ZM6"
"FUN_000649-T1","FUN_000649","Length:473","Notchless protein-like protein 1, partial [Acropora cervicornis]","KAK2574016.1",422,"MLPL1",69.915,"Q7ZXK9"
"FUN_000651-T1","FUN_000651","4 Length: 203","Transmembrane emp24 domain-containing protein [Acropora cervicornis]","KAK2574112.1",172,"TMX1",80.296,"A7SXK3"
"FUN_000652-T1","FUN_000652","5 Length: 2325","pre-mRNA-processing-splicing factor 8 [Antedon mediterranea]","XP_071945367.1",2350,"FGF8",92.115,"Q99PV0"
"FUN_000654-T1","FUN_000654","6 Length: 435","ADP-ribose pyrophosphatase [Acropora cervicornis]","KAK2574119.1",183,"PP1P",53.979,"Q9BW91"
"FUN_000655-T1","FUN_000655","7 Length: 313","PREDICTED: inosine-uridine preferring nucleoside hydrolase-like isoform X2 [Acropora digitifera]","XP_015765485.1",315,"BPHL",37.143,"P83851"
"FUN_000665-T1","FUN_000665","8 Length: 447","LOW QUALITY PROTEIN: elongation factor Tu-like [Acropora millepora]","XP_029191845.2",450,"TCF25",68.342,"P49410"
"FUN_000670-T1","FUN_000670","9 Length: 921","MAM and LDL-receptor class A domain-containing protein 2 [Acropora cervicornis]","KAK2574480.1",846,"MALRD1",32.708,"B3EWZ6"
"FUN_000673-T1","FUN_000673","0 Length: 373","GDP-D-glucose phosphorylase 1 [Acropora cervicornis]","KAK2573998.1",323,"GDPGP1",34.511,"Q08CA1"
"FUN_000676-T1","FUN_000676","1 Length: 288","tropomyosin-2-like [Acropora millepora]","XP_029193109.1",293,"TPM2",34.4,"Q9U5M4"
"FUN_000677-T1","FUN_000677","2 Length: 249","tropomyosin-2-like [Acropora millepora]","XP_029193121.2",247,"TPM2",27.542,"P42637"
"FUN_000684-T1","FUN_000684","3 Length: 345","inositol monophosphatase 3-like [Acropora muricata]","XP_067033811.1",355,"IMPA1",46.243,"Q2YDR3"
"FUN_000686-T1","FUN_000686","4 Length: 1528","LOW QUALITY PROTEIN: peroxidasin homolog [Acropora millepora]","XP_029192681.2",1480,"TCF25",48.529,"Q3UQ28"
"FUN_000689-T1","FUN_000689","5 Length: 448","eukaryotic translation initiation factor 3 subunit E [Pocillopora verrucosa]","XP_058966082.1",448,"EIF3E",85.111,"A7RWP6"
"FUN_000690-T1","FUN_000690","6 Length: 300","Syntenin-1 [Acropora cervicornis]","KAK2574214.1",287,"SDCBP",55.921,"O00560"
"FUN_000692-T1","FUN_000692","7 Length: 1172","Voltage-dependent calcium channel subunit alpha-2/delta-3 [Acropora cervicornis]","KAK2574208.1",544,"CACNA2D3",23.973,"P13806"
"FUN_000693-T1","FUN_000693","8 Length: 1040","uncharacterized protein [Acropora muricata]","XP_067033768.1",1053,"GPRASP1",47.642,"Q9H7R5"
"FUN_000694-T1","FUN_000694","9 Length: 293","replication protein A 32 kDa subunit-A-like [Montipora capricornis]","XP_068750130.1",290,"GNB1L",42.517,"Q62193"
"FUN_000702-T1","FUN_000702","0 Length: 204","Ectin [Acropora cervicornis]","KAK2574129.1",282,NA,43.421,"B3EWZ8"
"FUN_000703-T1","FUN_000703","1 Length: 607","Ectin [Acropora cervicornis]","KAK2574128.1",782,NA,31.325,"Q5UQ13"
"FUN_000705-T1","FUN_000705","2 Length: 245","Golgi-associated plant pathogenesis-related protein 1 [Acropora cervicornis]","KAK2574396.1",257,"GLIPR1L1",43.448,"Q9H4G4"
"FUN_000705-T2","FUN_000705","Length:245","Golgi-associated plant pathogenesis-related protein 1 [Acropora cervicornis]","KAK2574396.1",257,"GLIPR1L1",42.759,"Q9H4G4"
"FUN_000709-T1","FUN_000709","Length:169","Eukaryotic translation initiation factor 1A [Acropora cervicornis]","KAK2570965.1",131,"EIF1AD",86.614,"O14602"
"FUN_000711-T1","FUN_000711","3 Length: 987","Trafficking protein particle complex subunit 10 [Acropora cervicornis]","KAK2570969.1",1131,"TRAPPC10",32.837,"P48553"
"FUN_000713-T1","FUN_000713","4 Length: 663","PREDICTED: L-amino-acid oxidase-like [Acropora digitifera]","XP_015769458.1",648,"HAOL",27.239,"A6MFL0"
"FUN_000717-T1","FUN_000717","5 Length: 443","alpha-1,6-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like isoform X1 [Acropora millepora]","XP_044177836.1",479,"ATP6V1A2",36.896,"Q9DGD1"
"FUN_000719-T1","FUN_000719","6 Length: 1844","E3 ubiquitin-protein ligase listerin-like [Acropora muricata]","XP_067048787.1",1844,"TRIM32",33.246,"E1C231"
"FUN_000720-T1","FUN_000720","7 Length: 1333","Intersectin-1 [Acropora cervicornis]","KAK2570547.1",1484,"ITSN1",34.579,"Q9Z0R4"
"FUN_000722-T1","FUN_000722","8 Length: 1226","uncharacterized protein LOC114959579 [Acropora millepora]","XP_029193502.2",1228,"GPRASP1",26.309,"P32674"
"FUN_000726-T1","FUN_000726","9 Length: 396","protein kinase C and casein kinase substrate in neurons protein 1-like [Acropora millepora]","XP_029193497.2",396,"PACSIN1",38.905,"Q9BY11"
"FUN_000734-T1","FUN_000734","0 Length: 1013","PREDICTED: serine/arginine repetitive matrix protein 1-like isoform X1 [Acropora digitifera]","XP_015769451.1",1231,NA,66.883,"Q5ZMJ9"
"FUN_000736-T1","FUN_000736","1 Length: 79","PREDICTED: TP53-regulated inhibitor of apoptosis 1-like [Acropora digitifera]","XP_015750809.1",79,"TRIAP1",50.685,"A9ULB4"
"FUN_000739-T1","FUN_000739","2 Length: 551","uncharacterized protein [Acropora muricata]","XP_067051493.1",591,"GPRASP1",29.762,"Q9M7R0"
"FUN_000741-T1","FUN_000741","3 Length: 100","cystatin-B-like [Acropora millepora]","XP_029187046.1",100,"CSTB",54.639,"B2Z449"
"FUN_000742-T1","FUN_000742","4 Length: 145","Protein MIX23 [Acropora cervicornis]","KAK2571001.1",131,"MIX23",53.103,"Q6PBK1"
"FUN_000744-T1","FUN_000744","5 Length: 2016","Glutamate synthase [NADH] [Acropora cervicornis]","KAK2570832.1",1899,"AASS",53.865,"Q03460"
"FUN_000749-T1","FUN_000749","6 Length: 449","Mannosyl-oligosaccharide 1 [Acropora cervicornis]","KAK2570835.1",818,"A12M1",63.575,"O60476"
"FUN_000754-T1","FUN_000754","7 Length: 249","Pre-mRNA-splicing factor syf2 [Acropora cervicornis]","KAK2570618.1",352,"SYF2",60,"Q8AVQ6"
"FUN_000755-T1","FUN_000755","8 Length: 2663","leucine-rich repeat serine/threonine-protein kinase 1-like [Acropora millepora]","XP_029187052.2",2663,"LRRK1",27.471,"Q9TZM3"
"FUN_000756-T1","FUN_000756","9 Length: 139","glutathione S-transferase 3, mitochondrial-like [Acropora palmata]","XP_074625374.1",139,"GSTO3P",50.36,"Q3T100"
"FUN_000760-T1","FUN_000760","0 Length: 416","hypothetical protein P5673_004677 [Acropora cervicornis]","KAK2570953.1",397,NA,26.667,"Q5E980"
"FUN_000764-T1","FUN_000764","1 Length: 332","elongation factor Ts, mitochondrial-like [Acropora palmata]","XP_074625930.1",332,"TUFMP1",55.517,"A7SPW6"
"FUN_000768-T1","FUN_000768","2 Length: 287","Protein quaking-B [Acropora cervicornis]","KAK2570950.1",331,"GPRASP1",41.667,"Q9YH18"
"FUN_000769-T1","FUN_000769","3 Length: 248","dnaJ homolog subfamily C member 8-like [Montipora foliosa]","XP_068698651.1",254,"RHOC",57.511,"O75937"
"FUN_000771-T1","FUN_000771","4 Length: 406","2-oxoisovalerate dehydrogenase subunit beta [Acropora cervicornis]","KAK2570608.1",294,"BCKDHB",75.581,"P35738"
"FUN_000774-T1","FUN_000774","5 Length: 506","Protein GDAP2-like protein [Acropora cervicornis]","KAK2570609.1",113,"GPRASP1",68.566,"A7T167"
"FUN_000775-T1","FUN_000775","6 Length: 3162","cilia- and flagella-associated protein 47-like [Acropora muricata]","XP_067048665.1",3160,"HOATZ",32.935,"Q6ZTR5"
"FUN_000779-T1","FUN_000779","7 Length: 384","protein TFG-like [Acropora millepora]","XP_029187017.2",386,"GPRASP1",63.265,"Q92734"
"FUN_000781-T1","FUN_000781","8 Length: 262","3-oxoacyl-[acyl-carrier-protein] reductase FabG [Acropora cervicornis]","KAK2570819.1",451,"HSD17B8",38.554,"Q9X248"
"FUN_000784-T1","FUN_000784","9 Length: 314","PREDICTED: LOW QUALITY PROTEIN: nmrA-like family domain-containing protein 1 [Acropora digitifera]","XP_015764243.1",314,"NMRAL1",42,"Q5ZID0"
"FUN_000785-T1","FUN_000785","0 Length: 360","Tyrosine--tRNA ligase [Acropora cervicornis]","KAK2570825.1",633,"FACL1",70.52,"Q6TGS6"
"FUN_000786-T1","FUN_000786","1 Length: 535","Tyrosine--tRNA ligase [Acropora cervicornis]","KAK2570825.1",633,"FACL1",65.356,"Q6TGS6"
"FUN_000787-T1","FUN_000787","2 Length: 282","PREDICTED: tropomyosin isoforms c/e-like [Acropora digitifera]","XP_015747755.1",282,NA,29.675,"Q6IRU2"
"FUN_000793-T1","FUN_000793","3 Length: 910","extracellular calcium-sensing receptor-like [Acropora muricata]","XP_067049653.1",910,"VN2R1P",33.37,"P48442"
"FUN_000802-T1","FUN_000802","4 Length: 1060","Trifunctional purine biosynthetic protein adenosine-3 [Acropora cervicornis]","KAK2570668.1",944,"GART",58.037,"P21872"
"FUN_000803-T1","FUN_000803","5 Length: 419","reticulon-4-interacting protein 1 homolog, mitochondrial-like [Acropora muricata]","XP_067049077.1",419,"TUFMP1",45.385,"Q0VC50"
"FUN_000805-T1","FUN_000805","6 Length: 968","uncharacterized protein [Acropora muricata]","XP_067049283.1",970,"GPRASP1",30.799,"J7GQ11"
"FUN_000806-T1","FUN_000806","7 Length: 866","L-tyrosine decarboxylase [Acropora cervicornis]","KAK2557278.1",911,"ACMSD",28.837,"A0A481NV25"
"FUN_000812-T1","FUN_000812","8 Length: 184","Peptidyl-prolyl cis-trans isomerase H [Acropora cervicornis]","KAK2557281.1",195,"PIN1",80.337,"O43447"
"FUN_000813-T1","FUN_000813","9 Length: 288","Spermidine synthase [Acropora cervicornis]","KAK2557384.1",295,"SRM",67.845,"Q64674"
"FUN_000827-T1","FUN_000827","0 Length: 230","ras-related protein Rab-6-like [Acropora muricata]","XP_067050119.1",230,"RABL6",49.206,"Q55FK2"
"FUN_000842-T1","FUN_000842","1 Length: 562","PREDICTED: uncharacterized protein LOC107335698 [Acropora digitifera]","XP_015756216.1",561,"PLGRKT",26.087,"A7NFJ2"
"FUN_000848-T1","FUN_000848","2 Length: 477","Lysophospholipid acyltransferase 5 [Acropora cervicornis]","KAK2557365.1",451,"AGPAT5",38.511,"Q6P1A2"
"FUN_000849-T1","FUN_000849","3 Length: 4465","Intermembrane lipid transfer protein VPS13D [Acropora cervicornis]","KAK2557309.1",4159,"BLTP1",36.738,"Q5THJ4"
"FUN_000850-T1","FUN_000850","4 Length: 337","Epidermal retinol dehydrogenase 2 [Acropora cervicornis]","KAK2557308.1",320,"RDH5",45.578,"Q8N3Y7"
"FUN_000854-T1","FUN_000854","5 Length: 188","hypothetical protein P5673_020401 [Acropora cervicornis]","KAK2557303.1",239,NA,36.957,"Q0B094"
"FUN_000855-T1","FUN_000855","6 Length: 168","hypothetical protein P5673_020401 [Acropora cervicornis]","KAK2557303.1",239,NA,37.313,"Q8BX37"
"FUN_000856-T1","FUN_000856","7 Length: 167","hypothetical protein P5673_020401 [Acropora cervicornis]","KAK2557303.1",239,NA,37.5,"Q8BX37"
"FUN_000858-T1","FUN_000858","8 Length: 169","uncharacterized protein LOC141885397 [Acropora palmata]","XP_074627414.1",169,"GPRASP1",25.185,"A9B7I9"
"FUN_000870-T1","FUN_000870","79 Length: 1190","hypothetical protein P5673_020546 [Acropora cervicornis]","KAK2557423.1",1084,NA,20.638,"Q21313"
"FUN_000876-T1","FUN_000876","Length: 200","RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [Acropora cervicornis]","KAK2557312.1",249,"XNDC1CP",69.841,"Q6NRQ7"
"FUN_000877-T1","FUN_000877","Length: 182","Translocon-associated protein subunit gamma [Acropora cervicornis]","KAK2557311.1",121,"GNG2",61.111,"Q08013"
"FUN_000878-T1","FUN_000878","Length: 1778","chromodomain-helicase-DNA-binding protein 4-like isoform X1 [Acropora millepora]","XP_029187313.2",2374,"XRCC4L",64.637,"Q14839"
"FUN_000880-T1","FUN_000880","Length: 465","probable glycosyltransferase STELLO1 [Acropora millepora]","XP_044178096.1",465,"EXT1",36.933,"O22943"
"FUN_000881-T1","FUN_000881","Length: 465","probable glycosyltransferase STELLO1 [Acropora millepora]","XP_044178096.1",465,"EXT1",35.47,"O22943"
"FUN_000883-T1","FUN_000883","Length: 484","6-phosphogluconate dehydrogenase [Acropora cervicornis]","KAK2557373.1",570,"H6PD",76.715,"P52209"
"FUN_000884-T1","FUN_000884","Length: 786","tyrosine-protein phosphatase non-receptor type 11-like [Acropora millepora]","XP_029212154.1",585,"PTPN1",66.038,"Q90687"
"FUN_000892-T1","FUN_000892","Length: 415","Synaptotagmin-14 [Acropora cervicornis]","KAK2557274.1",415,"SYT14",26.014,"Q8NB59"
"FUN_000894-T1","FUN_000894","Length: 375","translocation protein SEC62-like [Acropora millepora]","XP_029211938.2",375,"SEC63",44.675,"Q5R4Q3"
"FUN_000899-T1","FUN_000899","Length: 886","hypothetical protein P5673_020512 [Acropora cervicornis]","KAK2557396.1",794,NA,27.273,"Q90738"
"FUN_000900-T1","FUN_000900","Length: 330","leucine-rich repeat-containing protein 23-like [Acropora muricata]","XP_067051350.1",330,"RXFP1",54.667,"O35125"
"FUN_000909-T1","FUN_000909","Length: 349","hypothetical protein P5673_020391 [Acropora cervicornis]","KAK2557296.1",312,NA,25.51,"Q2U968"
"FUN_000928-T1","FUN_000928","Length: 344","ZP domain-containing protein [Acropora cervicornis]","KAK2557290.1",416,"VWC2L",30.38,"G8HTB6"
"FUN_000931-T1","FUN_000931","Length: 313","Cilia- and flagella-associated protein 298 [Acropora cervicornis]","KAK2557287.1",1095,"CFAP298",60.417,"P57076"
"FUN_000945-T1","FUN_000945","Length: 789","translocation protein SEC63 homolog [Acropora millepora]","XP_044178119.1",791,"SEC63P1",42.803,"Q8VHE0"
"FUN_000947-T1","FUN_000947","Length: 212","pyrroline-5-carboxylate reductase 3-like isoform X1 [Acropora millepora]","XP_044178081.1",273,"TECRL",43.429,"A1L2Q8"
"FUN_000949-T1","FUN_000949","Length: 163",NA,"",NA,"ATP1A1",51.515,"Q32PF3"
"FUN_000950-T1","FUN_000950","Length: 1165","SAM and SH3 domain-containing protein 1 [Acropora cervicornis]","KAK2557999.1",1138,"SH3KBP1",38.462,"O94885"
"FUN_000952-T1","FUN_000952","Length: 379","ubiquitin-conjugating enzyme E2 J1-like isoform X1 [Acropora millepora]","XP_029193843.2",379,"UBE2E2",71.809,"Q9Y385"
"FUN_000980-T1","FUN_000980","Length: 1646","Interactor protein for cytohesin exchange factors 1 [Acropora cervicornis]","KAK2570729.1",1596,"IPCEF1",34.286,"Q8WWN9"
"FUN_000981-T1","FUN_000981","Length: 167",NA,"",NA,"ATP1A1",35.088,"Q6KHM5"
"FUN_000987-T1","FUN_000987","Length: 566","putative potassium channel protein YugO [Acropora cervicornis]","KAK2570726.1",523,"KCNIP1",36.275,"Q795M8"
"FUN_000989-T1","FUN_000989","Length: 584","uncharacterized protein [Acropora muricata]","XP_067049119.1",530,"GPRASP1",28.947,"Q9H3M0"
"FUN_000992-T1","FUN_000992","Length: 500","splicing factor 3A subunit 3-like isoform X1 [Montipora foliosa]","XP_068698205.1",500,"SF3A1",67.465,"Q12874"
"FUN_000993-T1","FUN_000993","Length: 664","Reticulocyte-binding protein-like protein 2a [Acropora cervicornis]","KAK2570920.1",801,"MLPL1",39.344,"Q8IDX6"
"FUN_000997-T1","FUN_000997","Length: 550","malonyl-CoA decarboxylase, mitochondrial-like isoform X2 [Acropora muricata]","XP_067049156.1",472,"TUFMP1",42.723,"O95822"
"FUN_001005-T1","FUN_001005","Length: 593","fatty acid amide hydrolase-like [Acropora millepora]","XP_029194651.2",611,"FAAH",37.372,"Q7XJJ7"
"FUN_001007-T1","FUN_001007","Length: 262","osteopetrosis-associated transmembrane protein 1-like isoform X1 [Acropora muricata]","XP_067051830.1",265,"FILIP1LP1",28.033,"Q86WC4"
"FUN_001008-T1","FUN_001008","Length: 610","PREDICTED: cleavage stimulation factor subunit 2-like [Acropora digitifera]","XP_015752420.1",570,"CSTF1",47.343,"Q8HXM1"
"FUN_001011-T1","FUN_001011","Length: 167","unnamed protein product, partial [Porites evermanni]","CAH3023809.1",184,"UBA52",74.839,"Q9UMY4"
"FUN_001014-T1","FUN_001014","Length: 169",NA,"",NA,"ATP1A1",51.397,"Q68ER9"
"FUN_001020-T1","FUN_001020","Length: 558","alkaline phosphatase-like [Acropora muricata]","XP_067050150.1",558,"PTPLC",46.825,"Q92058"
"FUN_001023-T1","FUN_001023","Length: 756","Alpha-taxilin [Acropora cervicornis]","KAK2570592.1",658,"TXLNA",45.238,"Q6PAM1"
"FUN_001030-T1","FUN_001030","Length: 680","SH3 domain-containing kinase-binding protein 1 [Acropora cervicornis]","KAK2570684.1",474,"SH3KBP1",33.048,"Q96B97"
"FUN_001038-T1","FUN_001038","Length: 250","Uracil phosphoribosyltransferase-like protein [Acropora cervicornis]","KAK2570989.1",217,"NAMPTP1",59.036,"Q6NYU7"
"FUN_001039-T1","FUN_001039","Length: 94","SH3 domain-binding glutamic acid-rich-like protein 3 [Acropora millepora]","XP_029185702.1",94,"SH3BGRL3",44.086,"Q91VW3"
"FUN_001040-T1","FUN_001040","Length: 94","SH3 domain-binding glutamic acid-rich-like protein 3 [Acropora cervicornis]","KAK2570991.1",82,"SH3BGRL3",39.326,"B2RZ27"
"FUN_001045-T1","FUN_001045","Length: 256","unnamed protein product [Porites lobata]","CAH3032440.1",255,"UBA52",79.279,"O08807"
"FUN_001046-T1","FUN_001046","Length: 323","Aldo-keto reductase family 1 member A1-A [Acropora cervicornis]","KAK2570996.1",603,"AKR1B10P1",47,"Q6AZW2"
"FUN_001047-T1","FUN_001047","Length: 319","Aldo-keto reductase family 1 member A1-A [Acropora cervicornis]","KAK2570996.1",603,"AKR1B10P1",47,"Q6AZW2"
"FUN_001049-T1","FUN_001049","Length: 322","aldo-keto reductase family 1 member B1-like isoform X1 [Acropora muricata]","XP_067050530.1",322,"MRGPRX1",47.987,"Q6AZW2"
"FUN_001052-T1","FUN_001052","Length: 327","5'-nucleotidase [Acropora cervicornis]","KAK2570544.1",1268,"NT5DC1",34.94,"J9HGJ1"
"FUN_001053-T1","FUN_001053","Length: 347","5'-nucleotidase [Acropora cervicornis]","KAK2570544.1",1268,"NT5DC1",45.858,"Q05927"
"FUN_001054-T1","FUN_001054","Length: 589","5'-nucleotidase [Acropora cervicornis]","KAK2570544.1",1268,"NT5DC1",43.925,"Q61503"
"FUN_001055-T1","FUN_001055","Length: 429","Histone-binding protein RBBP7 [Acropora cervicornis]","KAK2570543.1",391,"L3MBTL1",88.443,"Q7ZTY4"
