"Protein","Protein.Description","pident","UniprotID"
"tr|A0A1Q9C7S1|A0A1Q9C7S1_SYMMI","Pentatricopeptide repeat-containing protein, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40788 PE=4 SV=1",NA,NA
"tr|A0A1Q9C7T9|A0A1Q9C7T9_SYMMI","Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40777 PE=3 SV=1",NA,NA
"tr|A0A1Q9C7X7|A0A1Q9C7X7_SYMMI","Fucoxanthin-chlorophyll a-c binding protein D, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=FCPD PE=4 SV=1",NA,NA
"tr|A0A1Q9C7Y4|A0A1Q9C7Y4_SYMMI","Superoxide dismutase [Fe] OS=Symbiodinium microadriaticum OX=2951 GN=sodA PE=3 SV=1",NA,NA
"tr|A0A1Q9C7Z4|A0A1Q9C7Z4_SYMMI","ATP-dependent DNA helicase PIF1 OS=Symbiodinium microadriaticum OX=2951 GN=pif1 PE=4 SV=1",NA,NA
"tr|A0A1Q9C819|A0A1Q9C819_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40720 PE=4 SV=1",NA,NA
"tr|A0A1Q9C821|A0A1Q9C821_SYMMI","40S ribosomal protein S19-2 OS=Symbiodinium microadriaticum OX=2951 GN=RPS19B PE=3 SV=1",NA,NA
"tr|A0A1Q9C858|A0A1Q9C858_SYMMI","Heat shock 70 kDa protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40614 PE=3 SV=1",NA,NA
"tr|A0A1Q9C874|A0A1Q9C874_SYMMI","Caroteno-chlorophyll a-c-binding protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40605 PE=4 SV=1",NA,NA
"tr|A0A1Q9C884|A0A1Q9C884_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40610 PE=4 SV=1",NA,NA
"tr|A0A1Q9C8A0|A0A1Q9C8A0_SYMMI","Caroteno-chlorophyll a-c-binding protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40606 PE=4 SV=1",NA,NA
"tr|A0A1Q9C8C1|A0A1Q9C8C1_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40592 PE=4 SV=1",NA,NA
"tr|A0A1Q9C8L7|A0A1Q9C8L7_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40508 PE=4 SV=1",NA,NA
"tr|A0A1Q9C8M9|A0A1Q9C8M9_SYMMI","Cell wall alpha-1,3-glucan synthase mok12 OS=Symbiodinium microadriaticum OX=2951 GN=mok12 PE=4 SV=1",NA,NA
"tr|A0A1Q9C8P6|A0A1Q9C8P6_SYMMI","50S ribosomal protein L16 OS=Symbiodinium microadriaticum OX=2951 GN=rplP PE=3 SV=1",NA,NA
"tr|A0A1Q9C8U4|A0A1Q9C8U4_SYMMI","Arylsulfatase B OS=Symbiodinium microadriaticum OX=2951 GN=Arsb PE=4 SV=1",NA,NA
"tr|A0A1Q9C8W6|A0A1Q9C8W6_SYMMI","Phosphopyruvate hydratase OS=Symbiodinium microadriaticum OX=2951 GN=ENO2 PE=4 SV=1",NA,NA
"tr|A0A1Q9C939|A0A1Q9C939_SYMMI","Mg-protoporphyrin IX chelatase OS=Symbiodinium microadriaticum OX=2951 GN=chlI PE=3 SV=1",NA,NA
"tr|A0A1Q9C976|A0A1Q9C976_SYMMI","Fibrocystin-L OS=Symbiodinium microadriaticum OX=2951 GN=PKHD1L1 PE=4 SV=1",NA,NA
"tr|A0A1Q9C995|A0A1Q9C995_SYMMI","Multidrug resistance-associated protein 1 OS=Symbiodinium microadriaticum OX=2951 GN=ABCC1 PE=4 SV=1",NA,NA
"tr|A0A1Q9C9A6|A0A1Q9C9A6_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40216 PE=4 SV=1",NA,NA
"tr|A0A1Q9C9B1|A0A1Q9C9B1_SYMMI","Tubulin alpha chain OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40165 PE=3 SV=1",NA,NA
"tr|A0A1Q9C9B4|A0A1Q9C9B4_SYMMI","60 kDa chaperonin 1 OS=Symbiodinium microadriaticum OX=2951 GN=groL1 PE=3 SV=1",NA,NA
"tr|A0A1Q9C9D1|A0A1Q9C9D1_SYMMI","Tubulin alpha chain OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40164 PE=3 SV=1",NA,NA
"tr|A0A1Q9C9R7|A0A1Q9C9R7_SYMMI","Alanine--tRNA ligase OS=Symbiodinium microadriaticum OX=2951 GN=ALATS PE=3 SV=1",NA,NA
"tr|A0A1Q9C9T2|A0A1Q9C9T2_SYMMI","Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39993 PE=4 SV=1",NA,NA
"tr|A0A1Q9C9T3|A0A1Q9C9T3_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene40008 PE=4 SV=1",NA,NA
"tr|A0A1Q9CA13|A0A1Q9CA13_SYMMI","Protease Do-like 9 OS=Symbiodinium microadriaticum OX=2951 GN=DEGP9 PE=3 SV=1",NA,NA
"tr|A0A1Q9CA25|A0A1Q9CA25_SYMMI","Peptidyl-prolyl cis-trans isomerase CYP19-4 OS=Symbiodinium microadriaticum OX=2951 GN=CYP19-4 PE=4 SV=1",NA,NA
"tr|A0A1Q9CA69|A0A1Q9CA69_SYMMI","Branched-chain-amino-acid aminotransferase OS=Symbiodinium microadriaticum OX=2951 GN=ilvE PE=3 SV=1",NA,NA
"tr|A0A1Q9CAB7|A0A1Q9CAB7_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39783 PE=4 SV=1",NA,NA
"tr|A0A1Q9CAD0|A0A1Q9CAD0_SYMMI","Fucoxanthin-chlorophyll a-c binding protein A, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=FCPA PE=4 SV=1",NA,NA
"tr|A0A1Q9CAD5|A0A1Q9CAD5_SYMMI","ATP synthase subunit beta OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39795 PE=3 SV=1",NA,NA
"tr|A0A1Q9CAI9|A0A1Q9CAI9_SYMMI","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase OS=Symbiodinium microadriaticum OX=2951 GN=gpmA PE=3 SV=1",NA,NA
"tr|A0A1Q9CAL5|A0A1Q9CAL5_SYMMI","PPM-type phosphatase domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39688 PE=4 SV=1",NA,NA
"tr|A0A1Q9CAM9|A0A1Q9CAM9_SYMMI","Putative rhamnose biosynthetic enzyme 1 OS=Symbiodinium microadriaticum OX=2951 GN=RHM1 PE=4 SV=1",NA,NA
"tr|A0A1Q9CAP0|A0A1Q9CAP0_SYMMI","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=hibch PE=4 SV=1",NA,NA
"tr|A0A1Q9CAW1|A0A1Q9CAW1_SYMMI","Cathepsin Z (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=Ctsz PE=3 SV=1",NA,NA
"tr|A0A1Q9CAX4|A0A1Q9CAX4_SYMMI","Uridine kinase OS=Symbiodinium microadriaticum OX=2951 GN=UKL1 PE=3 SV=1",NA,NA
"tr|A0A1Q9CB12|A0A1Q9CB12_SYMMI","Dynein light chain OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39503 PE=3 SV=1",NA,NA
"tr|A0A1Q9CB49|A0A1Q9CB49_SYMMI","Actin-related protein 2/3 complex subunit 3 OS=Symbiodinium microadriaticum OX=2951 GN=arc3 PE=3 SV=1",NA,NA
"tr|A0A1Q9CB59|A0A1Q9CB59_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39445 PE=4 SV=1",NA,NA
"tr|A0A1Q9CB69|A0A1Q9CB69_SYMMI","DDE_Tnp_IS1595 domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39442 PE=4 SV=1",NA,NA
"tr|A0A1Q9CBC8|A0A1Q9CBC8_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39390 PE=4 SV=1",NA,NA
"tr|A0A1Q9CBC9|A0A1Q9CBC9_SYMMI","Collagen-like protein 6 OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39366 PE=4 SV=1",NA,NA
"tr|A0A1Q9CBI6|A0A1Q9CBI6_SYMMI","Thioredoxin-1 OS=Symbiodinium microadriaticum OX=2951 GN=dhd PE=4 SV=1",NA,NA
"tr|A0A1Q9CBJ7|A0A1Q9CBJ7_SYMMI","Phosphoenolpyruvate carboxykinase (ATP) OS=Symbiodinium microadriaticum OX=2951 GN=pckA PE=3 SV=1",NA,NA
"tr|A0A1Q9CBK3|A0A1Q9CBK3_SYMMI","Beta-tubulin OS=Symbiodinium microadriaticum OX=2951 GN=bPT2 PE=3 SV=1",NA,NA
"tr|A0A1Q9CBK9|A0A1Q9CBK9_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39408 PE=4 SV=1",NA,NA
"tr|A0A1Q9CBN4|A0A1Q9CBN4_SYMMI","ATP-dependent Clp protease proteolytic subunit OS=Symbiodinium microadriaticum OX=2951 GN=clpP1 PE=3 SV=1",NA,NA
"tr|A0A1Q9CBU8|A0A1Q9CBU8_SYMMI","LINE-1 retrotransposable element ORF2 protein OS=Symbiodinium microadriaticum OX=2951 GN=Pol PE=4 SV=1",NA,NA
"tr|A0A1Q9CBY5|A0A1Q9CBY5_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39159 PE=4 SV=1",NA,NA
"tr|A0A1Q9CC08|A0A1Q9CC08_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene39118 PE=4 SV=1",NA,NA
"tr|A0A1Q9CC73|A0A1Q9CC73_SYMMI","Kelch-like protein 4 OS=Symbiodinium microadriaticum OX=2951 GN=KLHL4 PE=4 SV=1",NA,NA
"tr|A0A1Q9CC91|A0A1Q9CC91_SYMMI","Adenine phosphoribosyltransferase 1 OS=Symbiodinium microadriaticum OX=2951 GN=APT1 PE=4 SV=1",NA,NA
"tr|A0A1Q9CCE9|A0A1Q9CCE9_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38974 PE=4 SV=1",NA,NA
"tr|A0A1Q9CCJ1|A0A1Q9CCJ1_SYMMI","Putative methylisocitrate lyase 1 OS=Symbiodinium microadriaticum OX=2951 GN=prpB1 PE=3 SV=1",NA,NA
"tr|A0A1Q9CCK2|A0A1Q9CCK2_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38903 PE=4 SV=1",NA,NA
"tr|A0A1Q9CCN1|A0A1Q9CCN1_SYMMI","Glyceraldehyde-3-phosphate dehydrogenase OS=Symbiodinium microadriaticum OX=2951 GN=gap PE=3 SV=1",NA,NA
"tr|A0A1Q9CCP2|A0A1Q9CCP2_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38861 PE=4 SV=1",NA,NA
"tr|A0A1Q9CCQ1|A0A1Q9CCQ1_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38862 PE=4 SV=1",NA,NA
"tr|A0A1Q9CCQ4|A0A1Q9CCQ4_SYMMI","Threonine ammonia-lyase OS=Symbiodinium microadriaticum OX=2951 GN=ilvA PE=3 SV=1",NA,NA
"tr|A0A1Q9CCT3|A0A1Q9CCT3_SYMMI","DnaJ-like subfamily B member 13 OS=Symbiodinium microadriaticum OX=2951 GN=DNAJB13 PE=4 SV=1",NA,NA
"tr|A0A1Q9CCT7|A0A1Q9CCT7_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38830 PE=4 SV=1",NA,NA
"tr|A0A1Q9CCY2|A0A1Q9CCY2_SYMMI","Pentatricopeptide repeat-containing protein, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38747 PE=4 SV=1",NA,NA
"tr|A0A1Q9CD35|A0A1Q9CD35_SYMMI","J domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38674 PE=4 SV=1",NA,NA
"tr|A0A1Q9CDB9|A0A1Q9CDB9_SYMMI","COP9 signalosome complex subunit 3 OS=Symbiodinium microadriaticum OX=2951 GN=UBI1 PE=3 SV=1",NA,NA
"tr|A0A1Q9CDC6|A0A1Q9CDC6_SYMMI","Quinolone resistance protein NorA OS=Symbiodinium microadriaticum OX=2951 GN=norA PE=4 SV=1",NA,NA
"tr|A0A1Q9CDF5|A0A1Q9CDF5_SYMMI","RuvB-like 2 OS=Symbiodinium microadriaticum OX=2951 GN=ruvbl2 PE=4 SV=1",NA,NA
"tr|A0A1Q9CDH5|A0A1Q9CDH5_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38523 PE=4 SV=1",NA,NA
"tr|A0A1Q9CDN9|A0A1Q9CDN9_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38483 PE=4 SV=1",NA,NA
"tr|A0A1Q9CDQ6|A0A1Q9CDQ6_SYMMI","Creatine kinase, flagellar OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38426 PE=3 SV=1",NA,NA
"tr|A0A1Q9CDQ7|A0A1Q9CDQ7_SYMMI","Proton-translocating NAD(P)(+) transhydrogenase OS=Symbiodinium microadriaticum OX=2951 GN=NNT PE=4 SV=1",NA,NA
"tr|A0A1Q9CDU2|A0A1Q9CDU2_SYMMI","E3 SUMO-protein ligase RanBP2 OS=Symbiodinium microadriaticum OX=2951 GN=Ranbp2 PE=4 SV=1",NA,NA
"tr|A0A1Q9CDV9|A0A1Q9CDV9_SYMMI","DNA mismatch repair protein MSH6 OS=Symbiodinium microadriaticum OX=2951 GN=MSH6 PE=4 SV=1",NA,NA
"tr|A0A1Q9CE07|A0A1Q9CE07_SYMMI","AP-4 complex subunit epsilon OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38304 PE=3 SV=1",NA,NA
"tr|A0A1Q9CE19|A0A1Q9CE19_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38303 PE=4 SV=1",NA,NA
"tr|A0A1Q9CE32|A0A1Q9CE32_SYMMI","Copia protein OS=Symbiodinium microadriaticum OX=2951 GN=GIP PE=4 SV=1",NA,NA
"tr|A0A1Q9CE44|A0A1Q9CE44_SYMMI","Dynamin-related protein 5A OS=Symbiodinium microadriaticum OX=2951 GN=DRP5A PE=4 SV=1",NA,NA
"tr|A0A1Q9CE85|A0A1Q9CE85_SYMMI","Phosphatidylinositol 4-phosphate 5-kinase 4 OS=Symbiodinium microadriaticum OX=2951 GN=PIP5K4 PE=4 SV=1",NA,NA
"tr|A0A1Q9CEA2|A0A1Q9CEA2_SYMMI","Luminal-binding protein 5 OS=Symbiodinium microadriaticum OX=2951 GN=BIP5 PE=4 SV=1",NA,NA
"tr|A0A1Q9CED7|A0A1Q9CED7_SYMMI","Ribosomal RNA small subunit methyltransferase F OS=Symbiodinium microadriaticum OX=2951 GN=rsmF PE=3 SV=1",NA,NA
"tr|A0A1Q9CEJ5|A0A1Q9CEJ5_SYMMI","Small COPII coat GTPase SAR1 OS=Symbiodinium microadriaticum OX=2951 GN=SAR1 PE=3 SV=1",NA,NA
"tr|A0A1Q9CEL7|A0A1Q9CEL7_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38098 PE=4 SV=1",NA,NA
"tr|A0A1Q9CEN8|A0A1Q9CEN8_SYMMI","Protein-tyrosine-phosphatase MKP1 (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=MKP1 PE=3 SV=1",NA,NA
"tr|A0A1Q9CER6|A0A1Q9CER6_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene38049 PE=4 SV=1",NA,NA
"tr|A0A1Q9CF41|A0A1Q9CF41_SYMMI","Vesicle-fusing ATPase OS=Symbiodinium microadriaticum OX=2951 GN=NSF PE=4 SV=1",NA,NA
"tr|A0A1Q9CFF9|A0A1Q9CFF9_SYMMI","Phosphoglycerate kinase OS=Symbiodinium microadriaticum OX=2951 GN=pgk-1 PE=3 SV=1",NA,NA
"tr|A0A1Q9CFG4|A0A1Q9CFG4_SYMMI","Receptor-interacting serine/threonine-protein kinase 4 OS=Symbiodinium microadriaticum OX=2951 GN=Ripk4 PE=4 SV=1",NA,NA
"tr|A0A1Q9CFL0|A0A1Q9CFL0_SYMMI","tRNA-uridine aminocarboxypropyltransferase OS=Symbiodinium microadriaticum OX=2951 GN=ME1 PE=3 SV=1",NA,NA
"tr|A0A1Q9CFM6|A0A1Q9CFM6_SYMMI","Ras-related protein Rab-2-A OS=Symbiodinium microadriaticum OX=2951 GN=RAB2A PE=4 SV=1",NA,NA
"tr|A0A1Q9CFN3|A0A1Q9CFN3_SYMMI","Protein YIPF6-like OS=Symbiodinium microadriaticum OX=2951 GN=yipf6 PE=3 SV=1",NA,NA
"tr|A0A1Q9CFQ8|A0A1Q9CFQ8_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene37653 PE=4 SV=1",NA,NA
"tr|A0A1Q9CFR9|A0A1Q9CFR9_SYMMI","30S ribosomal protein S6 OS=Symbiodinium microadriaticum OX=2951 GN=rpsF PE=4 SV=1",NA,NA
"tr|A0A1Q9CFW0|A0A1Q9CFW0_SYMMI","Leucine-rich repeat protein SHOC-2 OS=Symbiodinium microadriaticum OX=2951 GN=shoc2 PE=4 SV=1",NA,NA
"tr|A0A1Q9CFX5|A0A1Q9CFX5_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene37665 PE=4 SV=1",NA,NA
"tr|A0A1Q9CFZ0|A0A1Q9CFZ0_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene37550 PE=4 SV=1",NA,NA
"tr|A0A1Q9CG18|A0A1Q9CG18_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene37520 PE=4 SV=1",NA,NA
"tr|A0A1Q9CG25|A0A1Q9CG25_SYMMI","3-hydroxybutyryl-CoA dehydratase OS=Symbiodinium microadriaticum OX=2951 GN=crt PE=4 SV=1",NA,NA
"tr|A0A1Q9CG27|A0A1Q9CG27_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene37588 PE=4 SV=1",NA,NA
"tr|A0A1Q9CG40|A0A1Q9CG40_SYMMI","Copia protein OS=Symbiodinium microadriaticum OX=2951 GN=GIP PE=4 SV=1",NA,NA
"tr|A0A1Q9CGE4|A0A1Q9CGE4_SYMMI","Adenylate kinase B OS=Symbiodinium microadriaticum OX=2951 GN=ADK-B PE=3 SV=1",NA,NA
"tr|A0A1Q9CGG3|A0A1Q9CGG3_SYMMI","Interferon-inducible GTPase 5 OS=Symbiodinium microadriaticum OX=2951 GN=Irgc PE=3 SV=1",NA,NA
"tr|A0A1Q9CGJ0|A0A1Q9CGJ0_SYMMI","Geranylgeranyl diphosphate reductase, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=CHLP PE=4 SV=1",NA,NA
"tr|A0A1Q9CGK1|A0A1Q9CGK1_SYMMI","Ribosomal protein L15 OS=Symbiodinium microadriaticum OX=2951 GN=LCB2b PE=3 SV=1",NA,NA
"tr|A0A1Q9CGL5|A0A1Q9CGL5_SYMMI","Apoptosis-inducing factor-like A OS=Symbiodinium microadriaticum OX=2951 GN=aifA PE=4 SV=1",NA,NA
"tr|A0A1Q9CGN1|A0A1Q9CGN1_SYMMI","Glutathione peroxidase OS=Symbiodinium microadriaticum OX=2951 GN=GPX PE=3 SV=1",NA,NA
"tr|A0A1Q9CGS1|A0A1Q9CGS1_SYMMI","Protein transport protein sec31 OS=Symbiodinium microadriaticum OX=2951 GN=sec31 PE=4 SV=1",NA,NA
"tr|A0A1Q9CGX8|A0A1Q9CGX8_SYMMI","Actin OS=Symbiodinium microadriaticum OX=2951 GN=Actin PE=3 SV=1",NA,NA
"tr|A0A1Q9CGZ9|A0A1Q9CGZ9_SYMMI","Uncharacterized protein, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene37148 PE=4 SV=1",NA,NA
"tr|A0A1Q9CH75|A0A1Q9CH75_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene37089 PE=4 SV=1",NA,NA
"tr|A0A1Q9CHC2|A0A1Q9CHC2_SYMMI","Putative fumarate reductase OS=Symbiodinium microadriaticum OX=2951 GN=osm1 PE=4 SV=1",NA,NA
"tr|A0A1Q9CHC6|A0A1Q9CHC6_SYMMI","Photosystem I reaction center subunit XI OS=Symbiodinium microadriaticum OX=2951 GN=psaL PE=4 SV=1",NA,NA
"tr|A0A1Q9CHD8|A0A1Q9CHD8_SYMMI","Alanine--glyoxylate transaminase OS=Symbiodinium microadriaticum OX=2951 GN=phnW PE=3 SV=1",NA,NA
"tr|A0A1Q9CHL0|A0A1Q9CHL0_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36923 PE=4 SV=1",NA,NA
"tr|A0A1Q9CHP1|A0A1Q9CHP1_SYMMI","Putative fumarate reductase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=osm1 PE=4 SV=1",NA,NA
"tr|A0A1Q9CHQ9|A0A1Q9CHQ9_SYMMI","Sulfate adenylyltransferase OS=Symbiodinium microadriaticum OX=2951 GN=MET3 PE=3 SV=1",NA,NA
"tr|A0A1Q9CHS1|A0A1Q9CHS1_SYMMI","Fucoxanthin-chlorophyll a-c binding protein F, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=FCPF PE=4 SV=1",NA,NA
"tr|A0A1Q9CIB2|A0A1Q9CIB2_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36670 PE=4 SV=1",NA,NA
"tr|A0A1Q9CIB7|A0A1Q9CIB7_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36657 PE=4 SV=1",NA,NA
"tr|A0A1Q9CIC9|A0A1Q9CIC9_SYMMI","Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36643 PE=4 SV=1",NA,NA
"tr|A0A1Q9CID1|A0A1Q9CID1_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36620 PE=4 SV=1",NA,NA
"tr|A0A1Q9CID3|A0A1Q9CID3_SYMMI","Leucine-rich repeat and WD repeat-containing protein 1 OS=Symbiodinium microadriaticum OX=2951 GN=Ankrd17 PE=3 SV=1",NA,NA
"tr|A0A1Q9CID8|A0A1Q9CID8_SYMMI","Putative membrane-associated 30 kDa protein, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36622 PE=3 SV=1",NA,NA
"tr|A0A1Q9CIH8|A0A1Q9CIH8_SYMMI","Actin OS=Symbiodinium microadriaticum OX=2951 GN=Actin PE=3 SV=1",NA,NA
"tr|A0A1Q9CIP7|A0A1Q9CIP7_SYMMI","GMP synthase [glutamine-hydrolyzing] OS=Symbiodinium microadriaticum OX=2951 GN=guaA PE=4 SV=1",NA,NA
"tr|A0A1Q9CIW9|A0A1Q9CIW9_SYMMI","Acyl-protein thioesterase 1 OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36418 PE=4 SV=1",NA,NA
"tr|A0A1Q9CIX8|A0A1Q9CIX8_SYMMI","Integrase catalytic domain-containing protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36410 PE=4 SV=1",NA,NA
"tr|A0A1Q9CIZ3|A0A1Q9CIZ3_SYMMI","Tryptophan synthase OS=Symbiodinium microadriaticum OX=2951 GN=trpB PE=4 SV=1",NA,NA
"tr|A0A1Q9CJ02|A0A1Q9CJ02_SYMMI","Blue-light photoreceptor OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36391 PE=4 SV=1",NA,NA
"tr|A0A1Q9CJ33|A0A1Q9CJ33_SYMMI","Copia protein OS=Symbiodinium microadriaticum OX=2951 GN=GIP PE=4 SV=1",NA,NA
"tr|A0A1Q9CJ44|A0A1Q9CJ44_SYMMI","Formin-like protein 3 OS=Symbiodinium microadriaticum OX=2951 GN=FH3 PE=4 SV=1",NA,NA
"tr|A0A1Q9CJ45|A0A1Q9CJ45_SYMMI","LINE-1 reverse transcriptase-like OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36408 PE=4 SV=1",NA,NA
"tr|A0A1Q9CJ51|A0A1Q9CJ51_SYMMI","Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36324 PE=4 SV=1",NA,NA
"tr|A0A1Q9CJF7|A0A1Q9CJF7_SYMMI","Sodium/bile acid cotransporter 7 OS=Symbiodinium microadriaticum OX=2951 GN=slc10a7 PE=4 SV=1",NA,NA
"tr|A0A1Q9CJJ4|A0A1Q9CJJ4_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene36206 PE=4 SV=1",NA,NA
"tr|A0A1Q9CJK1|A0A1Q9CJK1_SYMMI","Chaperone protein dnaK2 (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=dnaK2 PE=4 SV=1",NA,NA
"tr|A0A1Q9CJL1|A0A1Q9CJL1_SYMMI","Pyruvate dehydrogenase E1 component OS=Symbiodinium microadriaticum OX=2951 GN=aceE PE=4 SV=1",NA,NA
"tr|A0A1Q9CJL3|A0A1Q9CJL3_SYMMI","Pre-mRNA-splicing factor SPF27 OS=Symbiodinium microadriaticum OX=2951 GN=bcas2 PE=4 SV=1",NA,NA
"tr|A0A1Q9CJN3|A0A1Q9CJN3_SYMMI","Nitrite reductase [NAD(P)H] large subunit OS=Symbiodinium microadriaticum OX=2951 GN=nasB PE=3 SV=1",NA,NA
"tr|A0A1Q9CJV3|A0A1Q9CJV3_SYMMI","Nitrite reductase [NAD(P)H] large subunit OS=Symbiodinium microadriaticum OX=2951 GN=nasB PE=4 SV=1",NA,NA
"tr|A0A1Q9CKA9|A0A1Q9CKA9_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene35894 PE=4 SV=1",NA,NA
"tr|A0A1Q9CKD7|A0A1Q9CKD7_SYMMI","Quinone oxidoreductase OS=Symbiodinium microadriaticum OX=2951 GN=CRYZ PE=4 SV=1",NA,NA
"tr|A0A1Q9CKG6|A0A1Q9CKG6_SYMMI","Cell wall alpha-1,3-glucan synthase mok12 OS=Symbiodinium microadriaticum OX=2951 GN=mok12 PE=4 SV=1",NA,NA
